"id" "lnwg80" "lnwg81" "lnwg82" "lnwg83" "lnwg84" "lnwg85" "lnwg86" "lnwg87" "union80" "union81" "union82" "union83" "union84" "union85" "union86" "union87" "educ" "black" "SEI_80" "SEI_81" "SEI_82" "SEI_83" "SEI_84" "SEI_85" "SEI_86" "SEI_87" "SEI/10_80" "SEI/10_81" "SEI/10_82" "SEI/10_83" "SEI/10_84" "SEI/10_85" "SEI/10_86" "SEI/10_87"
"11" 189 1,13054537773132 0,83624804019928 1,46735978126526 1,07148361206055 1,44591951370239 1,68511629104614 1,68617498874664 1,75513029098511 0 0 0 0 0 0 0 0 14 0 1,47 1,47 1,47 11,67 1,47 11,67 1,47 1,47 0,147 0,147 0,147 1,167 0,147 1,167 0,147 0,147
"12" 193 1,56569194793701 2,49387526512146 1,82266211509705 2,38033604621887 2,21712851524353 2,27203154563904 2,35379862785339 2,42945003509521 0 0 0 0 0 0 0 0 14 0 9,2 9,2 9,2 9,2 9,2 9,2 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,92 0,92 0,92
"13" 209 1,91800320148468 0,765407741069794 1,97818541526794 1,9485536813736 2,03702592849731 1,90257477760315 1,97260367870331 2,18698215484619 0 0 0 0 0 0 0 0 11 0 10,39 10,39 10,39 10,39 10,39 20,21 20,21 20,21 1,039 1,039 1,039 1,039 1,039 2,021 2,021 2,021
"14" 212 1,7844717502594 2,17998266220093 1,96386539936066 2,04493284225464 2,01286125183105 2,09698581695557 2,14396619796753 2,24128437042236 0 0 1 0 0 0 0 1 11 0 21,42 11,15 11,15 11,15 1,47 11,15 11,15 11,15 2,142 1,115 1,115 1,115 0,147 1,115 1,115 1,115
"15" 218 2,01331329345703 1,9621524810791 2,27564096450806 2,19491767883301 2,42833733558655 2,72303700447083 2,96639633178711 3,06505179405212 0 0 0 0 0 0 0 0 15 0 9,2 9,2 1,47 9,2 9,2 1,47 20,21 20,21 0,92 0,92 0,147 0,92 0,92 0,147 2,021 2,021
"16" 243 1,56418132781982 1,6835458278656 1,69050335884094 1,66087162494659 1,69805061817169 1,67176818847656 1,63571751117706 1,78697097301483 0 0 0 0 0 0 0 0 12 0 21,42 20,21 20,21 20,21 20,21 20,21 20,21 20,21 2,142 2,021 2,021 2,021 2,021 2,021 2,021 2,021
"17" 259 2,10718965530396 2,0890109539032 2,04272389411926 1,30815577507019 1,48815226554871 1,5428181886673 1,53513467311859 1,45433557033539 1 1 1 1 0 0 0 0 12 0 21,42 21,42 21,42 21,42 11,15 11,15 21,42 11,15 2,142 2,142 2,142 2,142 1,115 1,115 2,142 1,115
"18" 260 1,62991201877594 1,77511310577393 1,96725630760193 2,07518625259399 2,12883353233337 2,26841926574707 1,99213910102844 2,42155456542969 1 1 0 0 0 0 0 0 11 0 1,47 5,34 11,15 9,2 9,2 9,2 11,15 21,42 0,147 0,534 1,115 0,92 0,92 0,92 1,115 2,142
"19" 309 1,78607571125031 2,28076601028442 2,2642662525177 2,27545642852783 2,20813250541687 2,19985246658325 2,20689988136292 2,47686696052551 0 0 0 0 0 0 0 0 12 0 11,15 11,15 11,15 21,42 11,15 21,42 11,15 11,15 1,115 1,115 1,115 2,142 1,115 2,142 1,115 1,115
"20" 351 1,64338684082031 1,3355804681778 1,52281785011292 1,41885137557983 0,903927445411682 1,88856410980225 1,78344964981079 1,6980082988739 0 0 0 0 0 0 0 0 12 0 1,47 1,47 1,47 1,47 1,47 1,47 9,2 9,2 0,147 0,147 0,147 0,147 0,147 0,147 0,92 0,92
"21" 353 1,83819723129272 1,81707727909088 1,67174029350281 1,57283055782318 1,68254637718201 1,58364021778107 1,77329313755035 1,86107897758484 0 1 0 0 0 0 0 0 12 0 11,15 11,15 21,42 11,15 21,42 21,42 21,42 21,42 1,115 1,115 2,142 1,115 2,142 2,142 2,142 2,142
"22" 383 1,46288812160492 1,57021725177765 1,65660178661346 1,72541010379791 1,77215850353241 2,01108431816101 1,99101662635803 1,95205068588257 0 0 1 0 0 0 0 0 12 1 11,15 11,15 11,15 1,47 1,47 21,42 21,42 21,42 1,115 1,115 1,115 0,147 0,147 2,142 2,142 2,142
"23" 408 1,65209496021271 1,48953497409821 1,88117575645447 2,06103157997131 2,48883628845215 2,43093800544739 2,53456044197083 2,06960248947144 0 0 0 0 1 1 1 1 11 0 21,42 11,15 21,42 21,42 21,42 21,42 21,42 21,42 2,142 1,115 2,142 2,142 2,142 2,142 2,142 2,142
"24" 424 2,16583943367004 2,32539987564087 2,38365054130554 2,33721160888672 2,4125075340271 2,38414597511292 2,35203003883362 2,57775664329529 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 11,15 21,42 21,42 21,42 21,42 2,142 2,142 2,142 1,115 2,142 2,142 2,142 2,142
"25" 464 0,972626268863678 1,00310444831848 1,09963500499725 1,21458446979523 1,31924176216125 1,38974249362946 1,57353806495667 1,90069973468781 0 0 0 0 0 0 0 0 13 0 20,21 11,67 20,21 1,47 11,15 11,67 11,67 11,67 2,021 1,167 2,021 0,147 1,115 1,167 1,167 1,167
"26" 483 1,68262708187103 1,66170632839203 1,75504183769226 1,75345075130463 1,61800789833069 1,64817869663239 1,74589419364929 1,72708189487457 0 0 0 1 0 0 0 0 12 0 21,42 20,21 21,42 5,34 11,15 1,47 11,15 11,15 2,142 2,021 2,142 0,534 1,115 0,147 1,115 1,115
"27" 556 1,93934547901154 2,12026357650757 2,16050696372986 2,48925399780273 2,37569355964661 2,29588675498962 2,29909014701843 2,58187937736511 0 0 0 0 0 0 0 0 14 0 10,39 9,2 9,2 20,21 9,2 20,21 9,2 20,21 1,039 0,92 0,92 2,021 0,92 2,021 0,92 2,021
"28" 560 1,38684725761414 2,12758183479309 0,968870222568512 1,16359889507294 1,35661911964417 1,41625332832336 1,21498322486877 1,63935947418213 0 0 0 0 0 0 1 0 12 0 10,39 10,39 10,39 11,67 9,2 20,21 20,21 9,2 1,039 1,039 1,039 1,167 0,92 2,021 2,021 0,92
"29" 569 0,68372505903244 1,07898902893066 0,839635729789734 1,50756907463074 1,02065169811249 0,542597770690918 0,114716313779354 0,312851756811142 0 0 0 0 0 0 0 0 12 0 20,21 11,67 20,21 11,67 20,21 11,67 11,67 9,2 2,021 1,167 2,021 1,167 2,021 1,167 1,167 0,92
"30" 583 1,62677216529846 1,88087499141693 1,74119651317596 2,19478845596313 2,0838360786438 1,91844820976257 2,15671372413635 1,98504090309143 0 0 1 1 0 0 0 0 12 0 20,21 21,42 21,42 11,15 21,42 21,42 21,42 21,42 2,021 2,142 2,142 1,115 2,142 2,142 2,142 2,142
"31" 647 1,39670622348785 1,51982569694519 1,509153008461 1,64504158496857 1,54901504516602 1,82695627212524 1,88368034362793 2,02366065979004 1 1 1 1 1 1 1 1 12 0 11,15 1,47 1,47 1,47 1,47 1,47 1,47 1,47 1,115 0,147 0,147 0,147 0,147 0,147 0,147 0,147
"32" 658 1,73141729831696 1,81375896930695 1,70004832744598 1,93964886665344 1,93575274944305 2,0997850894928 2,19204664230347 2,0051429271698 1 0 1 1 0 0 0 0 12 0 1,47 1,47 11,15 1,47 1,47 11,15 1,47 1,47 0,147 0,147 1,115 0,147 0,147 1,115 0,147 0,147
"33" 684 2,82178258895874 2,17998266220093 2,3094265460968 2,25132131576538 2,35229706764221 2,31384825706482 2,25342011451721 2,40535259246826 0 0 0 0 0 0 0 0 12 0 11,15 11,15 21,42 11,15 11,15 5,34 5,34 9,2 1,115 1,115 2,142 1,115 1,115 0,534 0,534 0,92
"34" 711 1,23202455043793 1,36649167537689 1,69050335884094 1,66087162494659 1,55587613582611 -0,714125573635101 1,46848106384277 0,513005793094635 0 0 0 0 0 0 0 0 11 0 5,34 5,34 20,21 21,42 5,34 11,67 11,67 11,67 0,534 0,534 2,021 2,142 0,534 1,167 1,167 1,167
"35" 729 1,95957958698273 1,89333927631378 3,09621572494507 1,910813331604 1,61526441574097 2,07652807235718 2,10753989219666 2,15558528900146 1 0 1 1 0 0 0 0 13 0 5,34 5,34 20,21 5,34 11,67 11,67 20,21 11,67 0,534 0,534 2,021 0,534 1,167 1,167 2,021 1,167
"36" 731 1,65563893318176 1,46425592899323 1,00782752037048 1,47794926166534 0,618720233440399 2,22562408447266 2,65773057937622 2,13919162750244 0 0 0 0 0 0 0 0 12 0 20,21 9,15 9,15 10,39 21,42 5,34 10,39 11,15 2,021 0,915 0,915 1,039 2,142 0,534 1,039 1,115
"37" 732 1,49727058410645 1,60171592235565 1,504842877388 1,79804682731628 1,6528902053833 1,76338541507721 1,72268199920654 1,76206064224243 0 0 0 0 0 0 0 0 12 0 11,15 11,15 11,15 11,15 11,15 11,15 11,15 11,15 1,115 1,115 1,115 1,115 1,115 1,115 1,115 1,115
"38" 793 0,891528427600861 1,93102157115936 1,90264987945557 1,8853747844696 1,67870759963989 1,89635837078094 1,78837025165558 1,56382739543915 0 0 0 0 0 0 0 0 14 0 1,47 10,39 10,39 10,39 9,2 20,21 20,21 10,39 0,147 1,039 1,039 1,039 0,92 2,021 2,021 1,039
"39" 797 0,992524027824402 2,34514474868774 1,68093395233154 1,98965406417847 2,44801425933838 2,45018029212952 2,17223930358887 2,4159836769104 0 1 1 0 1 1 1 1 10 0 5,34 21,42 20,21 5,34 11,15 11,15 11,15 11,15 0,534 2,142 2,021 0,534 1,115 1,115 1,115 1,115
"40" 800 1,58776152133942 1,60943794250488 1,50818181037903 1,55551099777222 1,54901504516602 1,61643004417419 1,8259369134903 1,99043500423431 1 1 1 1 1 0 1 1 11 0 10,39 10,39 10,39 10,39 10,39 10,39 10,39 21,42 1,039 1,039 1,039 1,039 1,039 1,039 1,039 2,142
"41" 813 1,55621314048767 0,422912031412125 0,710434079170227 0,931721687316895 -3,57907867431641 1,32275629043579 1,38970017433167 1,54349970817566 0 0 0 0 0 0 0 0 13 0 5,34 9,2 1,47 9,2 9,2 9,2 1,47 9,2 0,534 0,92 0,147 0,92 0,92 0,92 0,147 0,92
"42" 823 -0,372661352157593 0,606314420700073 0,864880502223969 0,51217120885849 0,683911621570587 0,999749302864075 1,43486058712006 1,17703557014465 0 0 0 0 0 0 0 0 10 0 10,39 1,47 11,67 10,39 10,39 11,67 20,21 11,67 1,039 0,147 1,167 1,039 1,039 1,167 2,021 1,167
"43" 827 0,883685231208801 1,42486667633057 1,36590361595154 1,39168894290924 1,7921895980835 1,9482833147049 2,26361155509949 2,62896370887756 0 0 0 0 0 0 0 0 12 0 21,42 21,42 10,39 10,39 11,67 11,67 11,67 11,67 2,142 2,142 1,039 1,039 1,167 1,167 1,167 1,167
"44" 847 1,56272780895233 1,66449773311615 1,77054607868195 1,7860347032547 2,00100016593933 1,64817869663239 2,12571096420288 1,68841922283173 1 1 0 0 0 1 0 1 14 1 10,39 9,2 21,42 21,42 21,42 1,47 20,21 1,47 1,039 0,92 2,142 2,142 2,142 0,147 2,021 0,147
"45" 851 1,87581312656403 1,95667612552643 1,86725389957428 2,1745331287384 1,9144971370697 2,01792573928833 2,11765933036804 1,97762906551361 0 0 0 0 0 1 1 1 12 0 11,15 11,15 11,15 21,42 5,34 21,42 21,42 21,42 1,115 1,115 1,115 2,142 0,534 2,142 2,142 2,142
"46" 863 1,57045090198517 1,56218504905701 1,56997680664062 1,79411959648132 1,83717203140259 1,81393492221832 2,03839564323425 1,90590357780457 0 0 0 0 0 0 0 0 12 0 9,2 9,2 9,2 9,2 9,2 1,47 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,147 0,92 0,92
"47" 873 0,59686291217804 0,474991172552109 1,09026539325714 1,00000202655792 0,833053112030029 1,40128111839294 1,73412942886353 1,88287210464478 1 0 0 1 1 1 1 1 10 0 10,39 10,39 10,39 10,39 10,39 9,2 9,2 9,2 1,039 1,039 1,039 1,039 1,039 0,92 0,92 0,92
"48" 891 2,00004386901855 2,3077118396759 2,30881261825562 1,88041579723358 1,86990082263947 2,07919836044312 1,88744974136353 1,80942749977112 1 1 1 1 0 1 1 0 12 0 11,15 11,15 11,15 11,15 11,15 11,67 11,67 9,2 1,115 1,115 1,115 1,115 1,115 1,167 1,167 0,92
"49" 908 0,997580647468567 0,230986729264259 0,432260930538177 0,974155306816101 0,512209892272949 0,948436319828033 1,28268814086914 1,37786662578583 1 1 1 1 1 0 0 0 10 0 10,39 10,39 10,39 10,39 10,39 9,2 5,34 5,34 1,039 1,039 1,039 1,039 1,039 0,92 0,534 0,534
"50" 910 1,86539328098297 2,13424968719482 1,04089653491974 1,76196765899658 1,91915810108185 2,25706553459167 2,11195373535156 1,89233148097992 0 0 0 0 0 0 0 0 13 1 11,15 1,47 11,67 9,2 20,21 9,2 9,2 9,2 1,115 0,147 1,167 0,92 2,021 0,92 0,92 0,92
"51" 916 1,17544066905975 1,41161215305328 1,61579501628876 1,68894064426422 1,96155023574829 1,9105429649353 2,01830887794495 2,28229236602783 0 0 0 0 0 0 0 0 13 0 11,15 11,15 11,15 5,34 21,42 21,42 20,21 21,42 1,115 1,115 1,115 0,534 2,142 2,142 2,021 2,142
"52" 919 1,56800949573517 1,3958637714386 1,38034844398499 1,49442338943481 1,394864320755 1,44053936004639 1,59636247158051 1,61991691589355 0 1 1 1 1 1 1 1 12 0 21,42 10,39 10,39 10,39 10,39 10,39 10,39 10,39 2,142 1,039 1,039 1,039 1,039 1,039 1,039 1,039
"53" 922 1,60250639915466 2,03498983383179 2,23862838745117 2,21767139434814 2,44783115386963 2,6036901473999 2,35569047927856 2,18698215484619 0 0 0 0 0 0 0 0 12 0 20,21 5,34 11,15 20,21 21,42 20,21 21,42 21,42 2,021 0,534 1,115 2,021 2,142 2,021 2,142 2,142
"54" 924 0,853558540344238 0,892167031764984 0,850041270256042 0,590937733650208 1,2029732465744 1,55461835861206 1,80211579799652 1,69793033599854 0 0 0 0 0 0 0 0 11 0 9,2 1,47 9,2 9,2 11,67 11,67 11,67 1,47 0,92 0,147 0,92 0,92 1,167 1,167 1,167 0,147
"55" 925 2,13524699211121 2,22254228591919 2,13567018508911 2,23623561859131 2,3475227355957 2,41444826126099 0,0494449250400066 2,62321901321411 0 0 0 0 0 0 0 0 15 0 9,2 9,2 9,2 9,2 9,2 9,2 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,92 0,92 0,92
"56" 944 0,819390892982483 0,589594662189484 1,3997665643692 1,55551099777222 1,61800789833069 1,60797226428986 1,6100926399231 1,19744968414307 0 0 0 0 0 0 0 0 13 0 1,47 1,47 1,47 1,47 1,47 9,2 1,47 1,47 0,147 0,147 0,147 0,147 0,147 0,92 0,147 0,147
"57" 945 1,0396249294281 1,35986113548279 1,26050198078156 1,32271015644073 1,71877157688141 1,31039917469025 1,41162478923798 1,38620436191559 0 0 0 0 0 0 0 0 14 0 5,34 1,47 1,47 9,2 9,2 9,2 9,2 9,2 0,534 0,147 0,147 0,92 0,92 0,92 0,92 0,92
"58" 947 2,23645687103271 2,3766930103302 2,38653922080994 2,38462805747986 2,40028500556946 2,47137904167175 2,26409983634949 2,28229236602783 1 1 1 0 0 0 0 0 13 0 11,15 21,42 21,42 9,2 9,2 11,15 1,47 1,47 1,115 2,142 2,142 0,92 0,92 1,115 0,147 0,147
"59" 955 2,070805311203 1,98892748355865 1,97818541526794 2,08831548690796 2,12883353233337 2,2077944278717 2,47540903091431 2,21775388717651 1 1 1 1 1 1 1 1 12 0 9,2 1,47 21,42 11,15 11,15 11,15 21,42 21,42 0,92 0,147 2,142 1,115 1,115 1,115 2,142 2,142
"60" 965 1,41754031181335 1,47810196876526 1,38488364219666 1,51777076721191 1,42765414714813 1,44053936004639 1,4204717874527 1,38150584697723 0 0 0 0 0 0 0 0 12 0 1,47 1,47 1,47 5,34 5,34 1,47 1,47 1,47 0,147 0,147 0,147 0,534 0,534 0,147 0,147 0,147
"61" 996 1,55764269828796 1,48243820667267 1,24421620368958 0,720826745033264 0,807077646255493 0,823104023933411 1,10903561115265 2,23864364624023 0 0 0 0 0 0 0 0 11 0 21,42 5,34 21,42 21,42 21,42 20,21 21,42 21,42 2,142 0,534 2,142 2,142 2,142 2,021 2,142 2,142
"62" 1007 1,44799959659576 1,75253880023956 1,54740250110626 2,04386377334595 2,15214371681213 2,26721787452698 2,74734282493591 2,57717990875244 0 0 0 0 0 0 0 0 12 0 21,42 9,2 21,42 21,42 21,42 21,42 20,21 21,42 2,142 0,92 2,142 2,142 2,142 2,142 2,021 2,142
"63" 1054 0,72466367483139 1,79426264762878 1,16192758083344 1,45960009098053 1,0282199382782 1,30333828926086 1,64988493919373 1,30918514728546 0 0 0 0 0 0 0 1 10 0 21,42 21,42 1,47 10,39 5,34 9,15 9,2 9,15 2,142 2,142 0,147 1,039 0,534 0,915 0,92 0,915
"64" 1064 1,90311825275421 2,02107095718384 1,89542770385742 2,12250685691833 1,88037216663361 1,99247741699219 1,96402537822723 1,92947101593018 0 0 0 0 0 0 0 0 12 0 5,34 1,47 1,47 1,47 11,15 1,47 1,47 1,47 0,534 0,147 0,147 0,147 1,115 0,147 0,147 0,147
"65" 1081 1,08799684047699 1,24914455413818 1,54740250110626 1,35170340538025 1,42611682415009 1,05660057067871 1,26422250270844 2,00000953674316 0 0 0 0 0 0 0 0 10 0 21,42 21,42 1,47 1,47 10,39 10,39 20,21 21,42 2,142 2,142 0,147 0,147 1,039 1,039 2,021 2,142
"66" 1085 1,88712394237518 1,48152124881744 1,21764194965363 0,737586140632629 1,28877329826355 1,0735057592392 1,31717228889465 2,01704955101013 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"67" 1091 1,11100292205811 1,16209256649017 1,06189465522766 1,12757313251495 1,18918001651764 1,22279500961304 1,16466748714447 1,3958945274353 1 0 1 0 0 1 0 0 9 0 5,34 5,34 5,34 11,15 5,34 5,34 5,34 5,34 0,534 0,534 0,534 1,115 0,534 0,534 0,534 0,534
"68" 1094 1,34263908863068 1,40649712085724 1,52970290184021 1,75759673118591 1,90568995475769 1,96623194217682 2,14041709899902 2,17555928230286 0 0 0 0 0 0 0 0 12 0 21,42 21,42 11,15 21,42 21,42 21,42 21,42 11,15 2,142 2,142 1,115 2,142 2,142 2,142 2,142 1,115
"69" 1096 1,26407670974731 1,27808082103729 0,999762952327728 0,965424060821533 1,02861988544464 1,01299834251404 1,28433966636658 1,40817403793335 0 0 0 0 0 0 0 1 11 0 21,42 9,15 21,42 21,42 21,42 21,42 21,42 21,42 2,142 0,915 2,142 2,142 2,142 2,142 2,142 2,142
"70" 1098 1,55196785926819 2,12823176383972 2,75777578353882 1,50960743427277 1,93338620662689 2,27767586708069 2,26522445678711 2,28275871276855 0 0 0 0 0 0 0 0 14 0 9,2 9,2 9,2 9,2 9,2 9,2 9,2 9,2 0,92 0,92 0,92 0,92 0,92 0,92 0,92 0,92
"71" 1102 0,881084501743317 2,04022073745728 1,83300340175629 1,77420020103455 1,82230830192566 2,6572744846344 2,77462697029114 2,85178589820862 0 0 0 0 0 0 0 0 13 0 1,47 1,47 11,67 20,21 11,67 11,67 20,21 11,67 0,147 0,147 1,167 2,021 1,167 1,167 2,021 1,167
"72" 1107 1,54330968856812 1,57021725177765 1,65660178661346 1,66087162494659 2,00100016593933 1,87132227420807 1,89047539234161 2,0354323387146 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"73" 1142 1,41311228275299 1,66777348518372 1,92209601402283 1,74137389659882 2,01105046272278 2,22354292869568 2,08856248855591 2,34130764007568 0 0 0 0 0 0 0 0 14 0 10,39 20,21 20,21 20,21 1,47 20,21 20,21 20,21 1,039 2,021 2,021 2,021 0,147 2,021 2,021 2,021
"74" 1156 1,30281758308411 1,33072447776794 1,29956638813019 1,63109946250916 1,6591534614563 1,64817869663239 1,55400323867798 1,93374752998352 0 0 0 0 0 0 0 0 12 1 10,39 10,39 10,39 10,39 10,39 10,39 10,39 10,39 1,039 1,039 1,039 1,039 1,039 1,039 1,039 1,039
"75" 1180 1,85346472263336 1,60943794250488 1,69050335884094 1,53749525547028 2,04105448722839 1,92011249065399 2,11361908912659 2,21775388717651 0 0 1 1 0 0 0 0 13 0 9,2 21,42 21,42 21,42 20,21 1,47 21,42 1,47 0,92 2,142 2,142 2,142 2,021 0,147 2,142 0,147
"76" 1190 1,51034271717072 1,51085710525513 1,06189465522766 1,35071659088135 1,21604537963867 1,17391073703766 1,34042906761169 1,38150584697723 0 0 0 0 0 0 0 0 12 1 11,15 11,15 21,42 11,15 21,42 5,34 5,34 11,15 1,115 1,115 2,142 1,115 2,142 0,534 0,534 1,115
"77" 1204 1,62238228321075 1,75253880023956 1,93475592136383 1,77859532833099 1,86861097812653 2,01108431816101 2,25137233734131 2,25054359436035 0 1 1 1 1 1 1 1 8 0 11,15 11,15 11,15 11,15 11,15 11,15 10,39 9,2 1,115 1,115 1,115 1,115 1,115 1,115 1,039 0,92
"78" 1249 1,53074657917023 1,33999288082123 1,65956914424896 1,38342261314392 1,51150619983673 1,42503523826599 1,44395983219147 1,44437909126282 0 0 0 0 0 0 0 0 11 0 11,15 11,15 9,15 11,15 11,67 11,15 11,15 21,42 1,115 1,115 0,915 1,115 1,167 1,115 1,115 2,142
"79" 1272 1,75086581707001 1,83237636089325 1,75504183769226 1,78210544586182 1,72176706790924 1,7333105802536 1,7646815776825 1,90759897232056 0 0 1 0 0 1 0 0 12 0 5,34 5,34 1,47 1,47 1,47 5,34 5,34 5,34 0,534 0,534 0,147 0,147 0,147 0,534 0,534 0,534
"80" 1311 0,556780099868774 1,55471301078796 1,68683362007141 1,64479279518127 2,21279001235962 1,89487683773041 1,79108273983002 2,05870938301086 0 0 0 0 0 0 0 0 15 0 20,21 11,15 9,2 5,34 9,2 11,15 11,15 5,34 2,021 1,115 0,92 0,534 0,92 1,115 1,115 0,534
"81" 1316 1,54330968856812 1,68948066234589 1,87764418125153 2,58925437927246 2,73859906196594 1,86175286769867 1,91114211082458 1,90759897232056 0 0 0 0 0 0 0 0 8 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"82" 1318 1,05977630615234 1,46770167350769 1,33976316452026 1,29462718963623 1,25176346302032 1,33220255374908 1,28594088554382 1,28619563579559 0 0 0 0 0 0 0 0 8 0 5,34 5,34 9,15 9,15 5,34 9,15 5,34 5,34 0,534 0,534 0,915 0,915 0,534 0,915 0,534 0,534
"83" 1345 1,76469814777374 -0,723918855190277 1,89084339141846 2,08831548690796 2,20627546310425 2,15900444984436 2,22129702568054 1,58385419845581 0 0 0 0 0 0 0 0 12 0 21,42 21,42 21,42 21,42 21,42 21,42 21,42 21,42 2,142 2,142 2,142 2,142 2,142 2,142 2,142 2,142
"84" 1397 1,77008306980133 1,60171592235565 1,54740250110626 1,7860347032547 1,68254637718201 1,72049939632416 1,79996144771576 1,7609955072403 1 1 1 1 1 1 1 1 12 0 11,15 11,15 21,42 5,34 11,15 11,15 11,15 11,15 1,115 1,115 2,142 0,534 1,115 1,115 1,115 1,115
"85" 1434 0,206286430358887 1,12104964256287 1,08611738681793 1,26891481876373 1,09937262535095 1,34522914886475 1,9000449180603 1,51539182662964 0 0 1 1 1 1 0 0 10 0 5,34 21,42 10,39 10,39 10,39 5,34 10,39 10,39 0,534 2,142 1,039 1,039 1,039 0,534 1,039 1,039
"86" 1492 2,03645539283752 1,14236831665039 1,37853586673737 1,47375380992889 1,47490704059601 1,41628241539001 1,49843335151672 1,50085258483887 0 0 0 0 0 0 0 0 13 0 21,42 21,42 9,2 9,2 21,42 21,42 21,42 21,42 2,142 2,142 0,92 0,92 2,142 2,142 2,142 2,142
"87" 1496 1,17833602428436 1,08728718757629 0,00773417949676514 0,796704947948456 1,03722834587097 1,20837414264679 1,20445883274078 1,85708045959473 1 1 0 0 0 0 0 0 12 0 10,39 10,39 21,42 20,21 20,21 20,21 20,21 11,67 1,039 1,039 2,142 2,021 2,021 2,021 2,021 1,167
